Date,Door,Device ID,Device,User Group,User,Event
2024-04-07 22:28:46,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-07 22:01:16,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-07 20:07:22,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-07 12:52:54,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Device Disconnection Detected
2024-04-07 06:13:07,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-06 22:23:54,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-06 22:01:04,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-06 21:02:52,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Tamper off
2024-04-06 21:02:47,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Device started
2024-04-06 21:02:47,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network disconnected
2024-04-06 20:05:57,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-06 20:04:22,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Tamper off
2024-04-06 20:04:17,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Device started
2024-04-06 20:04:17,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network disconnected
2024-04-06 12:55:00,,542340161,FaceStation 2 542340161 (192.168.0.201),,,BioStar disconnected
2024-04-06 12:42:19,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,1(Administrator),User update succeeded
2024-04-06 12:42:18,,542340161,FaceStation 2 542340161 (192.168.0.201),,,BioStar connected
2024-04-06 12:21:23,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Device Disconnection Detected
2024-04-06 12:20:51,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network connected
2024-04-06 12:20:47,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,200006,1:N authentication succeeded (Face)
2024-04-06 12:20:46,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network disconnected
2024-04-06 12:20:45,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network connected
2024-04-06 06:13:17,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-05 22:24:16,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-05 22:02:55,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-05 20:19:40,,542340161,FaceStation 2 542340161 (192.168.0.201),,,Network disconnected
2024-04-05 19:59:16,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001022,1:N authentication succeeded (Face)
2024-04-05 18:05:38,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001121,1:N authentication succeeded (Face)
2024-04-05 18:04:22,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001071,1:N authentication succeeded (Face)
2024-04-05 18:04:17,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001034,1:N authentication succeeded (Face)
2024-04-05 18:02:43,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001085,1:N authentication succeeded (Face)
2024-04-05 18:02:39,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001086,1:N authentication succeeded (Face)
2024-04-05 18:02:30,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001010,1:N authentication succeeded (Face)
2024-04-05 18:02:25,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001016,1:N authentication succeeded (Face)
2024-04-05 18:02:21,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001015,1:N authentication succeeded (Face)
2024-04-05 18:02:17,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001020,1:N authentication succeeded (Face)
2024-04-05 18:02:14,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001097,1:N authentication succeeded (Face)
2024-04-05 18:02:10,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001003,1:N authentication succeeded (Face)
2024-04-05 18:02:08,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001125,1:N authentication succeeded (Face)
2024-04-05 18:02:04,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001030,1:N authentication succeeded (Face)
2024-04-05 18:01:59,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001041,1:N authentication succeeded (Face)
2024-04-05 18:01:57,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001025,1:N authentication succeeded (Face)
2024-04-05 18:01:54,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001046,1:N authentication succeeded (Face)
2024-04-05 18:01:51,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001009,1:N authentication succeeded (Face)
2024-04-05 18:01:48,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001001,1:N authentication succeeded (Face)
2024-04-05 18:01:43,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001123,1:N authentication succeeded (Face)
2024-04-05 18:01:40,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001117,1:N authentication succeeded (Face)
2024-04-05 18:01:37,,542340161,FaceStation 2 542340161 (192.168.0.201),All Users,993001039,1:N authentication succeeded (Face)
