Date,Door,Device ID,Device,User Group,User,Event
2019-02-07 15:15:19,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,102300,1:N authentication succeeded (Face)
2019-02-07 15:14:10,,542189344,FaceStation 2 542189344 (192.168.128.16),All Users,90570,1:N authentication succeeded (Face)
2019-02-07 15:13:40,,542340160,FaceStation 2 542340160 (192.168.128.9),All Users,67868,1:N authentication succeeded (Face)
2019-02-07 15:13:35,,542340161,FaceStation 2 542340161 (192.168.128.8),All Users,101984,1:N authentication succeeded (Face)
2019-02-07 15:13:21,,542340160,FaceStation 2 542340160 (192.168.128.9),All Users,85249,1:N authentication succeeded (Face)
2019-02-07 15:13:17,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,11811,1:N authentication succeeded (Face)
2019-02-07 15:13:12,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,90560,1:N authentication succeeded (Face)
2019-02-07 15:13:05,,542340160,FaceStation 2 542340160 (192.168.128.9),All Users,67531,1:N authentication succeeded (Face)
2019-02-07 15:11:12,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,86759,1:N authentication succeeded (Face)
2019-02-07 15:11:08,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,99001,1:N authentication succeeded (Face)
2019-02-07 15:10:28,,542189366,FaceStation 2 542189366 (192.168.128.22),All Users,92736,1:N authentication succeeded (Face)
2019-02-07 15:09:43,,542340161,FaceStation 2 542340161 (192.168.128.8),All Users,110470,1:N authentication succeeded (Face)
2019-02-07 15:09:11,,542189346,FaceStation 2 542189346 (192.168.128.224),All Users,101384,1:N authentication succeeded (Face)
2019-02-07 15:09:01,,542340161,FaceStation 2 542340161 (192.168.128.8),All Users,110626,1:N authentication succeeded (Face)
2019-02-07 15:08:49,,542189344,FaceStation 2 542189344 (192.168.128.16),All Users,32698,1:N authentication succeeded (Face)
2019-02-07 15:08:48,,542189843,FaceStation 2 542189843 (192.168.128.17),All Users,48004,1:N authentication succeeded (Face)
2019-02-07 15:08:44,,542340160,FaceStation 2 542340160 (192.168.128.9),All Users,81156,1:N authentication succeeded (Face)
2019-02-07 15:08:22,,542189346,FaceStation 2 542189346 (192.168.128.224),All Users,99968,1:N authentication succeeded (Face)
2019-02-07 15:08:21,,542340161,FaceStation 2 542340161 (192.168.128.8),All Users,66827,1:N authentication succeeded (Face)
