Date,Device ID,Device,User Group,User,Event
2024-01-28 17:36:51,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,51,1:N authentication succeeded (Face)
2024-01-28 17:34:17,542361075,FaceStation 2 542361075 (192.168.1.220),,,Network disconnected
2024-01-28 17:33:39,542361075,FaceStation 2 542361075 (192.168.1.220),,,Network connected
2024-01-28 17:33:37,542361075,FaceStation 2 542361075 (192.168.1.220),,,Network disconnected
2024-01-28 17:33:34,542361075,FaceStation 2 542361075 (192.168.1.220),,,Network connected
2024-01-28 16:42:48,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,51,1:N authentication succeeded (Face)
2024-01-27 20:36:14,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,127,1:N authentication succeeded (Face)
2024-01-27 20:35:55,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,147,1:N authentication succeeded (Face)
2024-01-27 20:35:51,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,69,1:N authentication succeeded (Face)
2024-01-27 20:35:47,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,122,1:N authentication succeeded (Face)
2024-01-27 20:35:37,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,7,1:N authentication succeeded (Face)
2024-01-27 20:35:28,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,33,1:N authentication succeeded (Face)
2024-01-27 20:35:20,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,91,1:N authentication succeeded (Face)
2024-01-27 20:34:51,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,28,1:N authentication succeeded (Face)
2024-01-27 20:34:41,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,107,1:N authentication succeeded (Face)
2024-01-27 20:34:18,542361075,FaceStation 2 542361075 (192.168.1.220),,,Network disconnected
2024-01-27 20:33:52,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,138,1:N authentication succeeded (Face)
2024-01-27 20:33:35,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,32,1:N authentication succeeded (Face)
2024-01-27 20:32:34,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,12,1:N authentication succeeded (Face)
2024-01-27 20:31:46,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,27,1:N authentication succeeded (Face)
2024-01-27 20:31:36,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,37,1:N authentication succeeded (Face)
2024-01-27 20:31:32,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,75,1:N authentication succeeded (Face)
2024-01-27 20:31:26,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,72,1:N authentication succeeded (Face)
2024-01-27 20:31:21,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,81,1:N authentication succeeded (Face)
2024-01-27 20:31:17,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,177,1:N authentication succeeded (Face)
2024-01-27 20:30:45,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,171,1:N authentication succeeded (Face)
2024-01-27 19:21:57,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,35,1:N authentication succeeded (Face)
2024-01-27 16:52:48,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,58,1:N authentication succeeded (Face)
2024-01-27 15:52:20,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,69,1:N authentication succeeded (Face)
2024-01-27 15:45:31,542361075,FaceStation 2 542361075 (192.168.1.220),All Users,19,1:N authentication succeeded (Face)
