Fecha	ID Dispositivo	Dispositivo	Grupo Usuario	Usuario	Evento
17/12/2019 07:04	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	46083	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:04	542185216	FaceStation 2 542185216 (192.168.1.201)	All Users	329	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:03	542185233	FaceStation 2 542185233 (192.168.1.203)	All Users	116999	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:03	542185216	FaceStation 2 542185216 (192.168.1.201)	All Users	329	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:02	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	589	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:01	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	68283	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:00	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119500	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:00	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119402	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 07:00	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	566	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:59	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	681	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:59	542185216	FaceStation 2 542185216 (192.168.1.201)	All Users	67738	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:59	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	12361	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:59	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	1533	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:56	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	67766	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:52	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	68118	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:44	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	1089	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:43	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	68814	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:42	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	11748	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:41	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	1867	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:24	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	817	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:23	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119379	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 06:15	542185216	FaceStation 2 542185216 (192.168.1.201)	All Users	4669	1:N Autenticaciￃﾳn exitosa (Rostro)
17/12/2019 00:36	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	117623	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119211	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	118567	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	118567	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	118508	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119621	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119083	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	1883	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119616	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119616	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	116787	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:54	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	116787	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:53	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	117249	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:53	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	117249	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:53	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	116811	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:53	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119001	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:52	542185220	FaceStation 2 542185220 (192.168.1.202)	All Users	1993	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:52	542185216	FaceStation 2 542185216 (192.168.1.201)	All Users	116812	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:52	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	118915	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:52	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	118915	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:52	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	119121	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:50	542185239	FaceStation 2 542185239 (192.168.1.200)	All Users	118499	1:N Autenticaciￃﾳn exitosa (Rostro)
16/12/2019 23:50	542340159	FaceStation 2 542340159 (192.168.1.204)	All Users	118999	1:N Autenticaciￃﾳn exitosa (Rostro)
